id	lang	theme	kind	polarity	stem	choices	correct	explanation	source_ref	source_url	source_as_of	image
q-fr-ripam-12-b4a03f8b	en	feux_signaux	rule_mc	affirmative	What do THREE short blasts from a power-driven vessel in sight of another mean?	“I am operating astern propulsion” | “I am altering to port” | “I am aground”	A	COLREG rule 34: three short blasts = “I am operating astern propulsion”.	RIPAM règle 34 — Signaux de manœuvre (3 sons brefs)	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000305722/		
q-fr-ripam-13-c1c556d1	en	feux_signaux	rule_mc	affirmative	What do at least FIVE short and rapid blasts mean?	Doubt / a warning about the other's manoeuvre | An invitation to cross ahead | A distress call	A	COLREG rule 34(d): at least five short rapid blasts signal doubt about the other vessel's intentions or manoeuvre (a warning).	RIPAM règle 34 — Signal de doute	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000305722/		
q-fr-ripam-14-d9567bf5	en	feux_signaux	rule_mc	affirmative	In restricted visibility (fog), what signal does a power-driven vessel underway and making way sound?	One prolonged blast at least every 2 minutes | Three short blasts every minute | No signal is required	A	COLREG rule 35: one prolonged blast at intervals of no more than 2 minutes.	RIPAM règle 35 — Signaux par visibilité réduite	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000305722/		
q-fr-arrete2007-20-a842f466	en	meteo_maree	meteo_mc	affirmative	On a nautical chart, relative to what level are the depths (soundings) given?	Chart datum (lowest tides) | Mean sea level | High-water level	A	Soundings are referred to chart datum, close to the level of the lowest tides: actual depth is usually greater.	Lecture de carte — zéro hydrographique	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000428843/	2022-06-01	
q-fr-arrete2007-21-e1af3b37	en	meteo_maree	meteo_mc	affirmative	What is the “tidal range” (marnage)?	The height difference between high and low water | The speed of the tidal stream | The duration of a tide	A	The tidal range is the height difference between a high water and the following (or preceding) low water.	Marées — marnage	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000428843/	2022-06-01	
q-fr-arrete2007-22-bcabe2a1	en	meteo_maree	meteo_mc	affirmative	Between what values does the tidal coefficient vary?	Between 20 and 120 | Between 0 and 100 | Between 1 and 12	A	The tidal coefficient ranges from 20 (very weak neap) to 120 (very strong spring); 95 marks the threshold of large tides.	Marées — coefficient	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000428843/	2022-06-01	
q-fr-arrete2007-23-f9ae6851	en	meteo_maree	meteo_mc	affirmative	The Beaufort scale, measuring wind force, is graduated from 0 to what value?	12 | 10 | 100	A	The Beaufort scale runs from force 0 (calm) to force 12 (hurricane).	Météorologie — échelle de Beaufort	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000428843/	2022-06-01	
q-fr-arrete2007-24-8934506c	en	meteo_maree	meteo_mc	affirmative	What is the “rule of twelfths” used for?	To estimate the water height at a given hour of the tide | To calculate the wind force | To measure drift from the current	A	It estimates the height of water at a given time between low and high water (1/12, 2/12, 3/12, 3/12, 2/12, 1/12 per hour).	Marées — règle des douzièmes	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000428843/	2022-06-01	
q-fr-arrete2007-25-aaec67df	en	reglementation	rule_mc	affirmative	Which VHF channel is reserved for distress, urgency and safety watch, and for calling?	Channel 16 | Channel 6 | Channel 72	A	Channel 16 is the international distress, urgency, safety and calling channel.	VHF — canal 16	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000428843/	2022-06-01	
q-fr-arrete2007-26-4ad8a2a2	en	reglementation	rule_mc	affirmative	A radio message beginning with “MAYDAY” corresponds to which priority level?	Distress | Urgency | Safety	A	“MAYDAY” = distress: grave and imminent danger, immediate help. “PAN PAN” = urgency; “SÉCURITÉ” = safety.	VHF — message MAYDAY	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000428843/	2022-06-01	
q-fr-decret2007-27-f69a337c	en	reglementation	rule_mc	affirmative	Above what engine power is the permis plaisance required?	More than 4.5 kW (≈ 6 hp) | More than 1 kW | More than 50 hp	A	The licence is required to drive a motor pleasure boat whose power exceeds 4.5 kW (about 6 hp).	Obligation de permis — puissance	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000648362/		
q-fr-decret2007-28-9326fd3a	en	reglementation	rule_mc	affirmative	From what age can the permis plaisance (côtière option) be obtained?	16 years | 14 years | 18 years	A	The minimum age to obtain the permis plaisance is 16.	Âge minimal du permis plaisance	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000648362/		
q-fr-ripam-5-20861326	en	regles_route	rule_mc	affirmative	Two power-driven vessels meet on directly opposite (head-on) courses with risk of collision. What must each do?	Each alters to starboard | Each alters to port | The faster one keeps clear, the other holds course	A	COLREG rule 14: each alters course to STARBOARD so they pass port to port.	RIPAM règle 14 — Navires faisant des routes opposées	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000305722/		
q-fr-ripam-6-251f6772	en	regles_route	rule_mc	affirmative	Two power-driven vessels are on crossing courses with risk of collision. Which one must keep out of the way?	The one that has the other on its starboard side | The one that has the other on its port side | The larger of the two vessels	A	COLREG rule 15: the vessel that has the other on its OWN starboard side gives way; the other (stand-on) keeps course and speed.	RIPAM règle 15 — Routes qui se croisent	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000305722/		
q-fr-ripam-7-7b18dbcc	en	regles_route	rule_mc	affirmative	One vessel is overtaking another. Which must keep out of the way?	The overtaking vessel | The vessel being overtaken | Always the sailing vessel	A	COLREG rule 13: the OVERTAKING vessel keeps clear of the one being overtaken, whatever the type of either vessel.	RIPAM règle 13 — Navire qui en rattrape un autre	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000305722/		
q-fr-ripam-8-89459ac4	en	regles_route	rule_mc	affirmative	Not overtaking and outside a narrow channel, a power-driven vessel meets a vessel under sail. Which one keeps clear?	The power-driven vessel | The sailing vessel | Neither, both hold their course	A	COLREG rule 18: the power-driven vessel keeps out of the way of the sailing vessel.	RIPAM règle 18 — Responsabilités réciproques	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000305722/		
q-fr-ripam-9-9439f045	en	regles_route	rule_mc	affirmative	You are the stand-on vessel that must keep course and speed, but the other vessel takes no action and collision becomes imminent. What may you do?	Manoeuvre to avoid the collision yourself | Hold course and speed no matter what | Speed up to cross ahead	A	COLREG rule 17: if the give-way vessel fails to act, the stand-on vessel may, then must, manoeuvre to avoid collision on its own.	RIPAM règle 17 — Navire privilégié	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000305722/		
q-fr-arrete2007-16-9aaf4472	en	securite	rule_mc	affirmative	Up to what distance from a shelter does the côtière option of the permis plaisance authorise navigation?	6 nautical miles | 2 nautical miles | With no distance limit	A	The côtière option allows navigation up to 6 nautical miles from a shelter, day and night, regardless of engine power.	Permis plaisance — option côtière (portée)	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000428843/	2022-06-01	
q-fr-division240-17-0f8ae75d	en	securite	rule_mc	affirmative	For coastal navigation (up to 6 miles from a shelter), what minimum buoyancy must the personal flotation device have under Division 240?	100 N | 50 N | 10 N	A	Division 240: at least 100 newtons for the coastal zone (beyond 2 and up to 6 miles); 50 N inshore, 150 N offshore.	Division 240 — équipement individuel de flottabilité	https://www.mer.gouv.fr/la-division-240		
q-fr-division240-18-c511784b	en	securite	rule_mc	affirmative	Which navigation programme does design category “C” of a pleasure boat correspond to?	Inshore (force 6, 2 m waves) | Unrestricted ocean | Sheltered waters only	A	Category C = “inshore”: designed for winds up to force 6 and waves up to 2 m. (A = ocean, B = offshore, D = sheltered waters.)	Catégories de conception	https://www.mer.gouv.fr/la-division-240		
q-fr-division240-19-1298e401	en	securite	rule_mc	affirmative	How many people may legally be carried aboard a pleasure boat?	The maximum set by the builder | As many as there are lifejackets aboard | No limit at sea	A	At most the number set by the builder, shown on the boat's builder's plate / design category.	Nombre de personnes embarquées	https://www.mer.gouv.fr/la-division-240		
